2020-09-07 17:37:47.476 | INFO     | __main__:get_config_from_file:204 - Using default config file: config.yml
2020-09-07 17:37:47.476 | INFO     | utils:load_cfg:25 - Loading experiment yaml file
2020-09-07 17:37:47.478 | INFO     | utils:load_cfg:32 - {'experiment_name': 'patience_sept', 'n_repeats': 40, 'scenario_params_list': [{'dataset_name': {'mnist': ['random_initialization']}, 'partners_count': [10], 'amounts_per_partner': [[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]], 'samples_split_option': [['advanced', [[1, 'specific'], [1, 'specific'], [1, 'specific'], [1, 'specific'], [1, 'specific'], [1, 'specific'], [1, 'specific'], [1, 'specific'], [1, 'specific'], [1, 'specific']]]], 'multi_partner_learning_approach': ['seq-pure'], 'aggregation_weighting': ['uniform'], 'gradient_updates_per_pass_count': [8], 'epoch_count': [100], 'minibatch_count': [1, 3, 10]}]}
2020-09-07 17:37:47.478 | INFO     | utils:init_result_folder:110 - Init result folder
2020-09-07 17:37:47.479 | INFO     | utils:init_result_folder:128 - experiment folder /data/projects/distributed-learning-contributivity/experiments/patience_sept_2020-09-07_17h37 created.
2020-09-07 17:37:47.479 | INFO     | utils:init_result_folder:133 - Result folder initiated
2020-09-07 17:37:47.479 | INFO     | utils:get_scenario_params_list:94 - Number of scenario(s) configured: 3
2020-09-07 17:37:48.459 | INFO     | __main__:main:47 - Scenario 1/3: {'dataset_name': 'mnist', 'partners_count': 10, 'amounts_per_partner': [0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1], 'samples_split_option': ['advanced', [[1, 'specific'], [1, 'specific'], [1, 'specific'], [1, 'specific'], [1, 'specific'], [1, 'specific'], [1, 'specific'], [1, 'specific'], [1, 'specific'], [1, 'specific']]], 'multi_partner_learning_approach': 'seq-pure', 'aggregation_weighting': 'uniform', 'gradient_updates_per_pass_count': 8, 'epoch_count': 100, 'minibatch_count': 1, 'init_model_from': 'random_initialization'}
2020-09-07 17:37:48.460 | INFO     | __main__:main:47 - Scenario 2/3: {'dataset_name': 'mnist', 'partners_count': 10, 'amounts_per_partner': [0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1], 'samples_split_option': ['advanced', [[1, 'specific'], [1, 'specific'], [1, 'specific'], [1, 'specific'], [1, 'specific'], [1, 'specific'], [1, 'specific'], [1, 'specific'], [1, 'specific'], [1, 'specific']]], 'multi_partner_learning_approach': 'seq-pure', 'aggregation_weighting': 'uniform', 'gradient_updates_per_pass_count': 8, 'epoch_count': 100, 'minibatch_count': 3, 'init_model_from': 'random_initialization'}
2020-09-07 17:37:48.460 | INFO     | __main__:main:47 - Scenario 3/3: {'dataset_name': 'mnist', 'partners_count': 10, 'amounts_per_partner': [0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1], 'samples_split_option': ['advanced', [[1, 'specific'], [1, 'specific'], [1, 'specific'], [1, 'specific'], [1, 'specific'], [1, 'specific'], [1, 'specific'], [1, 'specific'], [1, 'specific'], [1, 'specific']]], 'multi_partner_learning_approach': 'seq-pure', 'aggregation_weighting': 'uniform', 'gradient_updates_per_pass_count': 8, 'epoch_count': 100, 'minibatch_count': 10, 'init_model_from': 'random_initialization'}
2020-09-07 17:37:48.487 | INFO     | __main__:init_gpu_config:109 - Found GPU: /physical_device:GPU:0
2020-09-07 17:37:48.488 | INFO     | __main__:main:62 - Repeat 1/40
2020-09-07 17:37:48.488 | INFO     | __main__:main:66 - Scenario 1/3
2020-09-07 17:37:48.488 | INFO     | __main__:main:67 - Current params:
2020-09-07 17:37:48.488 | INFO     | __main__:main:68 - {'dataset_name': 'mnist', 'partners_count': 10, 'amounts_per_partner': [0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1], 'samples_split_option': ['advanced', [[1, 'specific'], [1, 'specific'], [1, 'specific'], [1, 'specific'], [1, 'specific'], [1, 'specific'], [1, 'specific'], [1, 'specific'], [1, 'specific'], [1, 'specific']]], 'multi_partner_learning_approach': 'seq-pure', 'aggregation_weighting': 'uniform', 'gradient_updates_per_pass_count': 8, 'epoch_count': 100, 'minibatch_count': 1, 'init_model_from': 'random_initialization'}
2020-09-07 17:37:48.546 | INFO     | scenario:__init__:287 - ### Description of data scenario configured:
2020-09-07 17:37:48.547 | INFO     | scenario:__init__:288 -    Number of partners defined: 10
2020-09-07 17:37:48.547 | INFO     | scenario:__init__:289 -    Data distribution scenario chosen: [[1, 'specific'], [1, 'specific'], [1, 'specific'], [1, 'specific'], [1, 'specific'], [1, 'specific'], [1, 'specific'], [1, 'specific'], [1, 'specific'], [1, 'specific']]
2020-09-07 17:37:48.547 | INFO     | scenario:__init__:290 -    Multi-partner learning approach: seq-pure
2020-09-07 17:37:48.547 | INFO     | scenario:__init__:291 -    Weighting option: uniform
2020-09-07 17:37:48.547 | INFO     | scenario:__init__:292 -    Iterations parameters: 100 epochs > 1 mini-batches > 8 gradient updates per pass
2020-09-07 17:37:48.547 | INFO     | scenario:__init__:298 - ### Data loaded: mnist
2020-09-07 17:37:48.547 | INFO     | scenario:__init__:299 -    48000 train data with 48000 labels
2020-09-07 17:37:48.547 | INFO     | scenario:__init__:300 -    12000 val data with 12000 labels
2020-09-07 17:37:48.548 | INFO     | scenario:__init__:301 -    10000 test data with 10000 labels
2020-09-07 17:37:48.788 | INFO     | scenario:split_data_advanced:437 - ### Splitting data among partners:
2020-09-07 17:37:48.788 | INFO     | scenario:split_data_advanced:438 -    Advanced split performed.
2020-09-07 17:37:48.788 | INFO     | scenario:split_data_advanced:439 -    Nb of samples split amongst partners: 43170
2020-09-07 17:37:48.788 | INFO     | scenario:split_data_advanced:440 -    Partners' relative nb of samples: [0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]    (versus initially configured: [0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1])
2020-09-07 17:37:48.788 | INFO     | scenario:split_data_advanced:443 -    Partner #0: 3496 samples with labels [7]
2020-09-07 17:37:48.789 | INFO     | scenario:split_data_advanced:443 -    Partner #1: 3496 samples with labels [3]
2020-09-07 17:37:48.789 | INFO     | scenario:split_data_advanced:443 -    Partner #2: 3496 samples with labels [2]
2020-09-07 17:37:48.789 | INFO     | scenario:split_data_advanced:443 -    Partner #3: 3496 samples with labels [8]
2020-09-07 17:37:48.789 | INFO     | scenario:split_data_advanced:443 -    Partner #4: 3496 samples with labels [5]
2020-09-07 17:37:48.789 | INFO     | scenario:split_data_advanced:443 -    Partner #5: 3496 samples with labels [6]
2020-09-07 17:37:48.789 | INFO     | scenario:split_data_advanced:443 -    Partner #6: 3496 samples with labels [9]
2020-09-07 17:37:48.789 | INFO     | scenario:split_data_advanced:443 -    Partner #7: 3496 samples with labels [4]
2020-09-07 17:37:48.789 | INFO     | scenario:split_data_advanced:443 -    Partner #8: 3496 samples with labels [0]
2020-09-07 17:37:48.789 | INFO     | scenario:split_data_advanced:443 -    Partner #9: 3496 samples with labels [1]
2020-09-07 17:37:49.380 | INFO     | multi_partner_learning:compute_test_score:143 - ## Training and evaluating model on partners with ids: ['#0', '#1', '#2', '#3', '#4', '#5', '#6', '#7', '#8', '#9']
2020-09-07 17:37:49.380 | INFO     | multi_partner_learning:compute_test_score:151 - (seq) Init new models for each partner
2020-09-07 17:37:59.755 | INFO     | multi_partner_learning:compute_test_score:198 -    Model evaluation at the end of the epoch: ['2.302', '0.098']
2020-09-07 17:38:04.559 | INFO     | multi_partner_learning:compute_test_score:198 -    Model evaluation at the end of the epoch: ['2.303', '0.098']
2020-09-07 17:38:09.489 | INFO     | multi_partner_learning:compute_test_score:198 -    Model evaluation at the end of the epoch: ['2.303', '0.098']
2020-09-07 17:38:14.342 | INFO     | multi_partner_learning:compute_test_score:198 -    Model evaluation at the end of the epoch: ['2.302', '0.098']
2020-09-07 17:38:19.247 | INFO     | multi_partner_learning:compute_test_score:198 -    Model evaluation at the end of the epoch: ['2.303', '0.098']
2020-09-07 17:38:24.095 | INFO     | multi_partner_learning:compute_test_score:198 -    Model evaluation at the end of the epoch: ['2.302', '0.098']
2020-09-07 17:38:29.007 | INFO     | multi_partner_learning:compute_test_score:198 -    Model evaluation at the end of the epoch: ['2.303', '0.098']
2020-09-07 17:38:33.829 | INFO     | multi_partner_learning:compute_test_score:198 -    Model evaluation at the end of the epoch: ['2.303', '0.098']
